student_uid,student_name,college_email,college_name,current_year,current_semester,attendance_rate,avg_internal,cgpa,backlog_count,fee_status,normalized_engagement,scholarship_status,dropout_probability_percent
142134771582,Abhinav Yadav,abhinav.yadav342@srmist.edu.in,SRM Institute of Science and Technology,3,5,78,79,8.06,1,paid,0.77,no,23.76
273868529720,Atharva Yadav,atharva.yadav470@amity.edu,Amity University,2,4,74,85,7.06,1,paid,0.46,no,35.93
100964667113,Aditi Singh,aditi.singh247@srmist.edu.in,SRM Institute of Science and Technology,2,4,100,94,9.7,0,paid,0.82,yes,16.19
559017460071,Aryan Patel,aryan.patel908@vit.ac.in,Vellore Institute of Technology,4,8,74,61,9.41,0,paid,0.65,no,35.75
417303538762,Sonam Chaudhary,sonam.chaudhary717@thapar.edu,Thapar Institute of Engineering and Technology,3,5,95,86,9.57,0,paid,0.8,yes,25.61
400326841382,Aditi Chaudhary,aditi.chaudhary242@mitwpu.edu.in,MIT World Peace University,2,4,40,56,4.61,1,paid,0,no,78.41
528814130260,Raj Bose,raj.bose608@pes.edu,PES University,3,5,75,70,7.75,2,paid,0.53,no,41.57
276993661090,Pooja Sharma,pooja.sharma409@nmamit.nitte.edu.in,NMAM Institute of Technology,1,1,84,76,9.42,0,paid,0.85,no,17.15
507367618800,Khushi Kumar,khushi.kumar138@bmsce.ac.in,BMS College of Engineering,1,1,66,70,6.2,0,paid,0.86,no,37.41
810773240291,Rohan Chauhan,rohan.chauhan281@lpu.in,Lovely Professional University,1,2,74,89,9.19,0,paid,0.76,yes,23.2
236817168608,Vivaan Chaudhary,vivaan.chaudhary798@msrit.edu,MS Ramaiah Institute of Technology,4,8,70,42,4.91,6,delayed,0.14,no,73.49
709577349113,Kabir Nair,kabir.nair893@rvce.edu.in,RV College of Engineering,1,1,47,75,4.44,4,unpaid,0.03,no,94.45
858414269989,Dhruv Patil,dhruv.patil789@mitwpu.edu.in,MIT World Peace University,4,7,61,78,7.64,0,delayed,0.39,no,30.9
239199823643,Ayaan Tiwari,ayaan.tiwari898@msrit.edu,MS Ramaiah Institute of Technology,3,5,85,73,6.57,2,delayed,0.28,no,38.47
323347125629,Sumit Singh,sumit.singh167@amity.edu,Amity University,1,1,73,58,5.79,6,paid,0.46,no,36.36
968538503756,Reyansh Banerjee,reyansh.banerjee871@amity.edu,Amity University,3,6,66,70,7.88,1,delayed,0.47,no,47.85
690494415385,Dhruv Kulkarni,dhruv.kulkarni982@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,5,70,71,8.48,0,paid,0.78,no,34.47
862256981843,Nidhi Chauhan,nidhi.chauhan938@vit.ac.in,Vellore Institute of Technology,2,3,73,35,6.21,1,paid,0.45,no,44.73
139232364894,Aarti Chauhan,aarti.chauhan226@hithaldia.ac.in,Haldia Institute of Technology,3,5,68,81,7.32,1,paid,0.64,no,15.94
671583225428,Reyansh Chatterjee,reyansh.chatterjee48@hithaldia.ac.in,Haldia Institute of Technology,3,6,88,85,9.62,0,paid,0.76,yes,9.92
891243115191,Aarav Sharma,aarav.sharma220@vit.ac.in,Vellore Institute of Technology,1,1,97,90,9.8,0,paid,1,no,17.11
742869860225,Swati Tiwari,swati.tiwari35@vit.ac.in,Vellore Institute of Technology,4,8,85,78,7.25,0,paid,1,no,15.13
283425853026,Dev Banerjee,dev.banerjee317@srmist.edu.in,SRM Institute of Science and Technology,4,8,59,71,6.77,0,paid,0.37,no,33.21
868210778969,Ramesh Yadav,ramesh.yadav620@vit.ac.in,Vellore Institute of Technology,1,2,79,74,8.04,0,paid,,no,25.01
251287665679,Rahul Deshmukh,rahul.deshmukh880@hithaldia.ac.in,Haldia Institute of Technology,2,4,85,53,6.77,2,delayed,0.35,no,67.74
828861933800,Ayaan Desai,ayaan.desai329@srmist.edu.in,SRM Institute of Science and Technology,2,3,70,59,7.61,2,paid,0.35,no,39.11
913294800269,Rahul Kumar,rahul.kumar273@srmist.edu.in,SRM Institute of Science and Technology,4,8,71,87,8.89,0,paid,0.59,yes,8.38
448937889761,Shruti Das,shruti.das58@thapar.edu,Thapar Institute of Engineering and Technology,1,2,40,56,5.3,2,paid,0,no,58.7
694394379321,Aditya Iyer,aditya.iyer39@mitwpu.edu.in,MIT World Peace University,4,7,56,74,7.09,2,paid,0.19,no,58.58
402022169313,Shruti Kumar,shruti.kumar337@hithaldia.ac.in,Haldia Institute of Technology,4,7,61,,5.98,2,paid,0.35,no,63.71
469417168277,Vikas Verma,vikas.verma188@amity.edu,Amity University,4,8,67,71,7.31,0,paid,0.34,no,55.49
418402383274,Vikas Gupta,vikas.gupta137@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,5,71,84,7.89,0,paid,0.61,no,34.41
619117940452,Shruti Rao,shruti.rao83@nmamit.nitte.edu.in,NMAM Institute of Technology,2,3,41,67,6.93,4,paid,0.24,no,91.11
175182854844,Sanjay Deshmukh,sanjay.deshmukh564@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,6,97,93,6.89,1,delayed,0.72,no,48.55
254952239812,Krishna Rajput,krishna.rajput927@mitwpu.edu.in,MIT World Peace University,1,2,81,70,8.25,0,paid,0.67,no,33.67
372363525053,Riya Chaudhary,riya.chaudhary999@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,3,59,59,7.63,1,paid,0.27,yes,25.9
264191264287,Ayaan Menon,ayaan.menon465@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,5,85,84,8.16,0,paid,0.91,no,16.76
250215388501,Sneha Mishra,sneha.mishra437@msrit.edu,MS Ramaiah Institute of Technology,2,3,70,68,7.06,0,paid,0.33,no,30.62
329585791438,Aryan Tiwari,aryan.tiwari929@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,8,90,82,8.29,0,paid,0.75,no,23.79
947607152793,Aryan Sengupta,aryan.sengupta611@msrit.edu,MS Ramaiah Institute of Technology,4,7,91,83,7.88,0,paid,0.79,no,19.49
964601824639,Atharva Reddy,atharva.reddy545@amity.edu,Amity University,4,8,64,83,8.49,1,unpaid,0.83,no,54.51
661635657548,Sneha Das,sneha.das88@kiit.ac.in,KIIT University,3,6,86,69,8.76,0,delayed,0.9,no,33.61
732752124112,Dev Rajput,dev.rajput934@srmist.edu.in,SRM Institute of Science and Technology,2,3,69,77,7.06,2,paid,0.74,no,51.51
649979512294,Priya Thakur,priya.thakur306@vit.ac.in,Vellore Institute of Technology,4,7,82,100,9.44,0,paid,0.88,no,10.9
754163215429,Yash Desai,yash.desai589@lpu.in,Lovely Professional University,3,6,81,91,8.56,0,paid,0.77,no,26.25
580606786129,Vivaan Gupta,vivaan.gupta738@manipal.edu,Manipal Institute of Technology,3,6,62,61,6.77,5,unpaid,0.49,no,91.03
724252396334,Vikas Chaudhary,vikas.chaudhary615@bmsce.ac.in,BMS College of Engineering,1,2,77,82,8.26,0,delayed,0.55,no,29.47
609867409341,Pranav Nair,pranav.nair311@mitwpu.edu.in,MIT World Peace University,3,6,95,73,7.23,0,unpaid,0.58,no,51.94
548278397012,Krishna Tiwari,krishna.tiwari554@vit.ac.in,Vellore Institute of Technology,3,5,87,78,8.37,0,paid,1,yes,21.78
213657532849,Manoj Pandey,manoj.pandey224@amity.edu,Amity University,4,8,79,84,7.98,0,delayed,0.64,no,40
879429808414,Nidhi Sengupta,nidhi.sengupta184@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,57,88,8.01,0,paid,0.52,no,20.18
966943850588,Aaryan Deshmukh,aaryan.deshmukh866@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,96,42,6.02,2,paid,0.69,no,36.91
597756294543,Shreya Patil,shreya.patil652@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,8,51,33,6.67,5,paid,0.17,no,85.6
144024632369,Aditi Chaudhary,aditi.chaudhary417@manipal.edu,Manipal Institute of Technology,1,1,76,79,7.68,0,paid,0.89,yes,21.36
581063111505,Priya Rajput,priya.rajput214@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,77,77,8.97,0,paid,0.44,yes,30.98
821958246441,Suresh Banerjee,suresh.banerjee875@lpu.in,Lovely Professional University,1,2,94,81,9.8,0,paid,0.92,no,19.92
853086300877,Nidhi Sengupta,nidhi.sengupta511@lpu.in,Lovely Professional University,3,5,88,89,9.61,0,paid,0.64,no,21.98
602986115561,Sneha Kulkarni,sneha.kulkarni557@pes.edu,PES University,2,4,65,72,5.62,3,paid,0.28,no,63.05
594790788039,Ananya Desai,ananya.desai384@pes.edu,PES University,1,1,82,94,9.4,0,paid,0.93,yes,20.22
820838922688,Aarav Banerjee,aarav.banerjee179@rvce.edu.in,RV College of Engineering,4,8,96,83,9.71,0,paid,0.61,no,9.62
208236331877,Sumit Singh,sumit.singh435@lpu.in,Lovely Professional University,1,2,66,41,6.96,1,paid,0.33,no,53.98
408236287743,Kavya Deshmukh,kavya.deshmukh40@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,2,88,89,8.07,2,paid,0.76,no,19.26
947038543692,Pranav Tiwari,pranav.tiwari587@lpu.in,Lovely Professional University,2,3,53,51,5.46,6,paid,0.34,no,86.59
834731988359,Khushi Chatterjee,khushi.chatterjee297@srmist.edu.in,SRM Institute of Science and Technology,3,5,56,46,6.82,3,paid,0.42,no,54.93
354837426107,Kavya Deshmukh,kavya.deshmukh723@thapar.edu,Thapar Institute of Engineering and Technology,1,2,46,43,6.11,6,paid,0.43,no,85.53
167686510653,Vivek Mukherjee,vivek.mukherjee380@msrit.edu,MS Ramaiah Institute of Technology,4,7,61,44,6.87,1,delayed,0,no,76.45
574639867328,Vihaan Reddy,vihaan.reddy873@amity.edu,Amity University,4,7,79,65,8.25,0,paid,0.66,no,27.72
213169849896,Atharva Banerjee,atharva.banerjee424@kiit.ac.in,KIIT University,1,2,47,52,5.73,3,unpaid,0.34,no,94.58
997136679345,Amit Verma,amit.verma15@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,8,58,76,5.54,0,unpaid,0.53,no,79.99
421171611055,Vivaan Yadav,vivaan.yadav651@manipal.edu,Manipal Institute of Technology,2,4,68,71,7.5,2,paid,0.53,no,36.02
595149907620,Rohan Desai,rohan.desai847@vit.ac.in,Vellore Institute of Technology,4,8,45,46,5.28,4,delayed,0.59,no,81.75
316471130060,Rahul Tiwari,rahul.tiwari559@srmist.edu.in,SRM Institute of Science and Technology,3,6,63,84,8.56,0,delayed,0.81,no,45.29
155067798024,Abhinav Desai,abhinav.desai77@rvce.edu.in,RV College of Engineering,4,7,59,93,7.14,0,paid,0.51,no,48.34
998914482411,Yash Patil,yash.patil417@rvce.edu.in,RV College of Engineering,4,8,55,49,7.93,1,paid,0.44,no,57.95
502355225705,Vivaan Chauhan,vivaan.chauhan468@srmist.edu.in,SRM Institute of Science and Technology,2,3,35,33,4,4,paid,0.16,no,89.99
313384740426,Ayaan Kumar,ayaan.kumar623@vit.ac.in,Vellore Institute of Technology,4,8,86,79,6.85,2,paid,0.66,yes,40.49
205443120841,Dev Shah,dev.shah730@srmist.edu.in,SRM Institute of Science and Technology,3,6,71,74,8.28,0,delayed,0.9,no,31.03
740291107368,Akash Yadav,akash.yadav454@bmsce.ac.in,BMS College of Engineering,3,5,78,88,7.68,2,paid,0.61,no,19.27
554011573837,Priya Sharma,priya.sharma116@hithaldia.ac.in,Haldia Institute of Technology,3,5,47,43,7.45,5,unpaid,0.16,no,96.63
929552673766,Sumit Kumar,sumit.kumar880@srmist.edu.in,SRM Institute of Science and Technology,1,2,70,64,8.05,1,paid,0.43,no,57.23
757628589375,Aarti Sharma,aarti.sharma105@manipal.edu,Manipal Institute of Technology,2,4,76,79,8.41,0,paid,0.91,no,30.42
604755459261,Neha Shah,neha.shah885@thapar.edu,Thapar Institute of Engineering and Technology,4,8,81,88,7.37,1,paid,0.65,no,34.74
908638296400,Ritik Singh,ritik.singh715@thapar.edu,Thapar Institute of Engineering and Technology,3,5,81,68,7.59,0,paid,0.58,no,34.04
790036892496,Ritik Deshmukh,ritik.deshmukh270@vit.ac.in,Vellore Institute of Technology,3,5,74,76,7.9,0,paid,0.76,no,24.07
586920122955,Vivek Joshi,vivek.joshi149@bmsce.ac.in,BMS College of Engineering,3,5,80,75,6.74,0,paid,0.5,no,45.1
768988588659,Amit Iyer,amit.iyer601@rvce.edu.in,RV College of Engineering,1,2,100,94,9,0,paid,0.79,no,26.32
472434685872,Neha Patil,neha.patil516@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,68,58,5.71,2,delayed,0.34,no,37.86
874732524893,Shreya Chauhan,shreya.chauhan158@manipal.edu,Manipal Institute of Technology,2,3,59,64,7.19,2,paid,0.58,yes,65.57
794376975867,Ritik Pandey,ritik.pandey760@rvce.edu.in,RV College of Engineering,2,4,51,56,6.2,3,paid,0.08,no,82.33
309959675761,Manoj Iyer,manoj.iyer300@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,56,78,7.54,0,paid,0.45,no,34.46
200692827176,Mukesh Das,mukesh.das106@hithaldia.ac.in,Haldia Institute of Technology,4,7,58,67,6.02,0,paid,0.47,no,74.58
110903272943,Riya Thakur,riya.thakur11@srmist.edu.in,SRM Institute of Science and Technology,2,3,79,85,8.11,0,paid,0.59,no,45.73
211702823965,Shaurya Thakur,shaurya.thakur598@nmamit.nitte.edu.in,NMAM Institute of Technology,2,4,67,69,7.92,2,paid,0.41,no,29.28
800910726342,Kavya Mukherjee,kavya.mukherjee828@srmist.edu.in,SRM Institute of Science and Technology,4,7,87,79,8.45,0,delayed,1,no,21.7
477659785090,Atharva Pandey,atharva.pandey98@msrit.edu,MS Ramaiah Institute of Technology,4,7,75,79,7.85,2,delayed,0.61,yes,19.42
797364723180,Abhishek Kumar,abhishek.kumar753@mitwpu.edu.in,MIT World Peace University,4,7,58,67,6.24,6,paid,0.03,no,61.46
739143539162,Rohan Iyer,rohan.iyer908@lpu.in,Lovely Professional University,1,1,89,78,8.34,2,paid,0.67,no,34.86
881887820419,Kavya Mukherjee,kavya.mukherjee751@rvce.edu.in,RV College of Engineering,4,8,43,67,7.31,6,delayed,0.08,no,86.33
510374918749,Khushi Joshi,khushi.joshi320@msrit.edu,MS Ramaiah Institute of Technology,3,6,74,72,8.09,1,delayed,0.36,no,52.24
155459172225,Aarav Chatterjee,aarav.chatterjee554@thapar.edu,Thapar Institute of Engineering and Technology,1,1,72,66,7.99,1,paid,0.5,no,41.57
777159929629,Swati Verma,swati.verma636@amity.edu,Amity University,2,4,78,100,8.01,0,paid,0.73,no,8.75
423261180015,Shreya Yadav,shreya.yadav136@rvce.edu.in,RV College of Engineering,1,2,70,48,7.26,2,paid,0.37,no,56.46
705424486987,Krishna Bose,krishna.bose365@rvce.edu.in,RV College of Engineering,3,5,38,54,5.57,5,paid,0.1,no,91.11
841012323016,Dev Das,dev.das386@vit.ac.in,Vellore Institute of Technology,2,4,74,100,8.53,0,paid,0.64,no,30.84
779133564159,Atharva Chaudhary,atharva.chaudhary171@vit.ac.in,Vellore Institute of Technology,1,1,78,53,8.05,2,paid,0.44,yes,53.77
620933806370,Sumit Reddy,sumit.reddy745@manipal.edu,Manipal Institute of Technology,1,2,77,65,6.57,1,delayed,0.39,no,40.06
486832898281,Ramesh Iyer,ramesh.iyer289@srmist.edu.in,SRM Institute of Science and Technology,4,7,67,55,7.01,1,paid,0.29,no,44.02
888878763519,Reyansh Pandey,reyansh.pandey451@lpu.in,Lovely Professional University,1,2,99,74,8.05,0,paid,0.94,no,24.16
922377211697,Vikas Rajput,vikas.rajput400@manipal.edu,Manipal Institute of Technology,2,3,54,55,7.49,1,delayed,0.22,no,74.68
941995210358,Riya Chatterjee,riya.chatterjee838@kiit.ac.in,KIIT University,2,4,61,36,4.53,2,paid,0,no,84.59
215472499503,Ramesh Iyer,ramesh.iyer78@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,100,79,8.79,0,paid,0.4,no,39.25
757217728038,Reyansh Chauhan,reyansh.chauhan734@pes.edu,PES University,3,5,69,53,6.98,2,paid,0.48,no,36.39
702148614650,Suresh Kulkarni,suresh.kulkarni736@amity.edu,Amity University,4,8,84,81,8.56,0,delayed,0.88,yes,9.69
325486231753,Arjun Chatterjee,arjun.chatterjee702@nmamit.nitte.edu.in,NMAM Institute of Technology,4,8,77,65,7.96,0,paid,0.67,no,36.01
108148808723,Ayaan Iyer,ayaan.iyer433@hithaldia.ac.in,Haldia Institute of Technology,4,7,78,53,6.01,0,delayed,0.45,no,69.49
235406949108,Vikas Patel,vikas.patel341@bmsce.ac.in,BMS College of Engineering,3,5,78,65,8.65,1,paid,0.8,no,32.23
725113894518,Karthik Yadav,karthik.yadav845@pes.edu,PES University,4,8,72,68,6.36,0,paid,0.65,no,54.44
748194453442,Aarav Sharma,aarav.sharma897@kiit.ac.in,KIIT University,3,5,64,55,5.52,3,paid,0.18,no,46.82
182223487862,Pooja Mishra,pooja.mishra381@kiit.ac.in,KIIT University,1,2,81,100,8.17,0,paid,0.85,no,26.11
287599106173,Suresh Das,suresh.das803@lpu.in,Lovely Professional University,1,2,52,76,6.71,5,paid,0.26,no,67.51
338517691479,Reyansh Mukherjee,reyansh.mukherjee197@bmsce.ac.in,BMS College of Engineering,1,1,63,38,4,3,paid,0.17,no,88.59
378154811391,Aaryan Iyer,aaryan.iyer149@thapar.edu,Thapar Institute of Engineering and Technology,3,5,56,58,5.61,3,paid,0.29,no,81.1
760522688772,Swati Gupta,swati.gupta38@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,5,71,76,7.29,1,paid,0.36,no,59.89
557107422493,Raj Chauhan,raj.chauhan27@bmsce.ac.in,BMS College of Engineering,2,3,52,63,6.26,1,paid,0.28,no,65.34
862211296166,Shreya Chauhan,shreya.chauhan504@rvce.edu.in,RV College of Engineering,4,8,91,83,9.8,0,paid,1,no,18.62
788689211423,Pranav Sengupta,pranav.sengupta916@mitwpu.edu.in,MIT World Peace University,1,2,75,69,7.95,2,paid,0.77,no,38.31
912756494402,Karthik Chaudhary,karthik.chaudhary108@manipal.edu,Manipal Institute of Technology,2,3,35,41,6.33,6,paid,0.04,no,90.02
223001158015,Anjali Joshi,anjali.joshi428@lpu.in,Lovely Professional University,3,6,90,66,8.19,0,paid,0.78,no,20.29
227251179005,Akash Deshmukh,akash.deshmukh18@lpu.in,Lovely Professional University,3,6,36,35,4.55,1,delayed,0,no,81.39
192186405862,Shyam Kumar,shyam.kumar58@hithaldia.ac.in,Haldia Institute of Technology,2,4,49,30,5.23,2,delayed,0.39,no,84.17
350536609820,Aaryan Rao,aaryan.rao46@hithaldia.ac.in,Haldia Institute of Technology,1,1,85,86,8.32,0,paid,0.75,no,17.94
583835403618,Suresh Chaudhary,suresh.chaudhary658@rvce.edu.in,RV College of Engineering,2,3,86,92,8.82,0,paid,0.72,no,27.91
497913850785,Dhruv Desai,dhruv.desai681@manipal.edu,Manipal Institute of Technology,3,5,73,55,7.58,2,paid,0.46,no,78.58
841852647194,Riya Nair,riya.nair701@thapar.edu,Thapar Institute of Engineering and Technology,4,8,72,87,9.8,0,delayed,0.95,yes,13.01
848269264674,Amit Joshi,amit.joshi881@amity.edu,Amity University,3,5,58,52,5.56,1,paid,0.17,no,56.46
610129761125,Sneha Deshmukh,sneha.deshmukh299@mitwpu.edu.in,MIT World Peace University,2,4,79,89,9.46,0,paid,0.67,no,23.46
599065322808,Vivek Tiwari,vivek.tiwari950@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,89,86,7.95,0,delayed,0.67,no,20.99
649870317517,Aarav Rajput,aarav.rajput743@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,57,59,6.2,2,paid,0.55,no,53.01
678949664192,Ananya Kulkarni,ananya.kulkarni739@amity.edu,Amity University,1,1,91,53,6.22,0,paid,0.66,no,38.71
763672651678,Suresh Reddy,suresh.reddy332@bmsce.ac.in,BMS College of Engineering,4,7,70,42,7.13,1,paid,0.52,no,60.03
189264545917,Ananya Shah,ananya.shah364@kiit.ac.in,KIIT University,2,4,75,73,8.5,2,unpaid,0.38,no,56.17
853558933362,Reyansh Joshi,reyansh.joshi146@kiit.ac.in,KIIT University,4,8,81,71,9.16,1,delayed,0.43,yes,20.75
818388846709,Akash Singh,akash.singh342@msrit.edu,MS Ramaiah Institute of Technology,2,4,44,30,5.75,2,paid,0.21,no,83.04
449577303255,Rahul Mishra,rahul.mishra246@hithaldia.ac.in,Haldia Institute of Technology,3,5,63,38,6.4,4,paid,0.24,no,74.3
222129283871,Ananya Iyer,ananya.iyer165@kiit.ac.in,KIIT University,4,8,35,53,7.01,1,unpaid,0.12,no,96.08
589524419781,Atharva Rao,atharva.rao872@manipal.edu,Manipal Institute of Technology,4,7,77,64,7.93,2,paid,0.54,no,40.28
326808821979,Shruti Kumar,shruti.kumar452@mitwpu.edu.in,MIT World Peace University,2,3,73,81,7.51,1,paid,0.58,no,29.3
231078786962,Kabir Sharma,kabir.sharma177@lpu.in,Lovely Professional University,4,7,100,77,9.27,0,paid,0.87,yes,10.86
920658744089,Aditi Singh,aditi.singh874@msrit.edu,MS Ramaiah Institute of Technology,3,6,71,74,9.05,0,paid,0.73,yes,8.54
408339493196,Abhinav Verma,abhinav.verma950@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,3,80,80,7.76,1,paid,0.51,no,25.54
670254261609,Pranav Nair,pranav.nair727@kiit.ac.in,KIIT University,1,1,93,78,9.8,0,paid,1,no,17.96
546729654702,Vivaan Kumar,vivaan.kumar399@kiit.ac.in,KIIT University,1,2,59,46,5.24,6,delayed,0.41,no,90.23
555818804089,Kavya Rao,kavya.rao642@amity.edu,Amity University,4,7,58,82,7.47,1,paid,0.44,no,48.88
754077836463,Aarti Yadav,aarti.yadav717@mitwpu.edu.in,MIT World Peace University,4,8,65,55,6.19,1,paid,0.36,no,54.71
958834522914,Amit Kumar,amit.kumar647@srmist.edu.in,SRM Institute of Science and Technology,2,3,35,56,5.31,4,paid,0.38,no,85.45
721272462241,Vikas Rao,vikas.rao378@vit.ac.in,Vellore Institute of Technology,3,6,83,86,8.65,0,paid,0.69,no,21.79
647899373274,Dev Thakur,dev.thakur300@kiit.ac.in,KIIT University,4,8,62,82,6,0,paid,0.4,no,34.29
195012764238,Mukesh Mukherjee,mukesh.mukherjee705@pes.edu,PES University,1,1,96,73,8.39,0,delayed,0.61,no,14.9
597972202632,Amit Singh,amit.singh87@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,62,50,6.71,3,paid,0.6,no,55.32
761197909225,Mukesh Yadav,mukesh.yadav296@kiit.ac.in,KIIT University,2,3,62,71,8.05,0,paid,0.42,no,34.57
942549737292,Sneha Rao,sneha.rao717@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,54,42,7.26,2,paid,0.31,no,82.67
636393930196,Ramesh Banerjee,ramesh.banerjee960@lpu.in,Lovely Professional University,1,1,74,60,7.08,1,paid,0.26,no,45.09
348481825608,Akash Verma,akash.verma152@msrit.edu,MS Ramaiah Institute of Technology,4,8,70,67,6.1,1,delayed,0.3,no,51.19
748215765829,Reyansh Patel,reyansh.patel873@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,82,78,7.24,0,paid,0.63,no,27.76
769611354770,Dev Rao,dev.rao687@thapar.edu,Thapar Institute of Engineering and Technology,4,7,70,86,6.86,0,paid,0.74,no,26.92
373426749663,Aaryan Nair,aaryan.nair308@msrit.edu,MS Ramaiah Institute of Technology,3,6,77,63,7.32,2,paid,0.23,no,41.76
999718582164,Ananya Shah,ananya.shah818@manipal.edu,Manipal Institute of Technology,1,1,43,45,5.26,5,unpaid,0,no,98.88
148787163125,Vihaan Yadav,vihaan.yadav318@pes.edu,PES University,4,8,100,84,9.56,0,paid,1,no,7.27
137354750986,Aryan Verma,aryan.verma695@manipal.edu,Manipal Institute of Technology,4,7,61,50,6.82,0,delayed,0.62,no,54.43
385239740290,Aaryan Sharma,aaryan.sharma894@pes.edu,PES University,2,4,50,57,5.9,2,paid,0.38,no,77.8
633104264882,Neha Patel,neha.patel199@mitwpu.edu.in,MIT World Peace University,3,5,73,59,7.37,1,delayed,0.58,no,59.31
586008859106,Abhishek Mishra,abhishek.mishra538@bmsce.ac.in,BMS College of Engineering,1,1,45,30,4.05,2,delayed,0,no,92.84
859673861762,Atharva Sengupta,atharva.sengupta758@rvce.edu.in,RV College of Engineering,2,4,71,77,5.34,2,paid,0.29,no,44.65
303991804906,Vihaan Rao,vihaan.rao664@amity.edu,Amity University,4,8,91,85,7.29,0,paid,0.52,no,22.39
821910287096,Shaurya Rajput,shaurya.rajput979@manipal.edu,Manipal Institute of Technology,4,8,55,71,6.06,0,paid,0.38,no,50.04
348714944796,Vivaan Pandey,vivaan.pandey416@manipal.edu,Manipal Institute of Technology,2,4,59,48,6.31,3,delayed,0,no,84.49
818152939656,Pooja Yadav,pooja.yadav795@lpu.in,Lovely Professional University,2,3,59,59,5.85,1,paid,0.06,no,70.68
433227139234,Shyam Sharma,shyam.sharma43@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,6,56,67,9.7,0,paid,0.57,yes,20.43
216580322254,Krishna Chatterjee,krishna.chatterjee943@bmsce.ac.in,BMS College of Engineering,3,6,63,87,8.49,2,paid,0.8,no,24.39
850274180579,Neha Rao,neha.rao572@lpu.in,Lovely Professional University,3,6,76,55,6.34,3,delayed,0.21,no,60.6
390929730128,Shyam Reddy,shyam.reddy815@lpu.in,Lovely Professional University,4,7,43,51,6.6,3,delayed,0.24,no,75.69
542968776045,Ananya Singh,ananya.singh950@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,86,60,9.69,0,paid,0.66,no,30.11
839941946210,Aarav Kumar,aarav.kumar279@msrit.edu,MS Ramaiah Institute of Technology,4,8,84,77,7.72,0,delayed,0.75,no,34.85
580512894536,Anjali Sengupta,anjali.sengupta42@vit.ac.in,Vellore Institute of Technology,2,4,42,41,4.85,2,delayed,0.14,no,87.98
718124785747,Ramesh Yadav,ramesh.yadav90@pes.edu,PES University,2,4,87,66,7.04,2,unpaid,0.38,no,79.32
519743706485,Suresh Chauhan,suresh.chauhan349@hithaldia.ac.in,Haldia Institute of Technology,1,1,70,43,6.2,0,paid,0.12,no,80.11
877442291986,Ananya Gupta,ananya.gupta862@thapar.edu,Thapar Institute of Engineering and Technology,1,2,75,78,8.45,0,paid,0.64,no,23.56
559971856373,Shreya Thakur,shreya.thakur997@lpu.in,Lovely Professional University,2,4,98,74,8.12,0,paid,0.64,no,17.73
946808947362,Vihaan Sharma,vihaan.sharma265@thapar.edu,Thapar Institute of Engineering and Technology,2,3,86,74,8.13,0,paid,0.86,no,30.95
642762277176,Ramesh Mishra,ramesh.mishra397@pes.edu,PES University,3,5,76,69,6.36,2,paid,0.62,no,45.68
232024955929,Priya Mishra,priya.mishra907@srmist.edu.in,SRM Institute of Science and Technology,4,8,49,78,7.41,1,paid,0.75,no,30.93
445775834052,Suresh Patel,suresh.patel316@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,61,30,4.66,2,paid,0,no,87.26
307473281598,Dev Gupta,dev.gupta928@pes.edu,PES University,2,4,45,58,5.95,2,paid,0.24,no,65.06
978851179318,Sneha Deshmukh,sneha.deshmukh847@mitwpu.edu.in,MIT World Peace University,4,8,64,84,7.58,2,paid,0.57,no,52.27
506805466350,Sneha Nair,sneha.nair84@pes.edu,PES University,2,3,91,68,8.14,0,paid,0.84,no,19.47
934700372120,Suresh Reddy,suresh.reddy89@rvce.edu.in,RV College of Engineering,4,8,69,73,9.01,2,paid,0.67,yes,20.16
594105963160,Riya Singh,riya.singh913@hithaldia.ac.in,Haldia Institute of Technology,4,7,100,90,7.8,0,paid,0.94,no,12.91
